Wildtype	-1498.78	2891
Wildtype	-1462.54	2891
Wildtype	-1468.62	2891
Wildtype	-1432.69	2891
Wildtype	-1440.5	2891
Random_1	-1162.84	2891
Random_1	-1159.68	2891
Random_1	-1166.14	2891
Random_1	-1156.72	2891
Random_1	-1155.66	2891
Random_1	-1163.09	2891
Random_1	-1161.09	2891
Random_1	-1158.72	2891
Random_1	-1150.73	2891
Random_1	-1156.95	2891
Random_1	-1154.33	2891
Random_1	-1155.43	2891
Random_1	-1164.52	2891
Random_1	-1157.44	2891
Random_1	-1165.26	2891
Random_1	-1153.47	2891
Random_1	-1161.64	2891
Random_1	-1161.78	2891
Random_1	-1162.28	2891
Random_1	-1162.25	2891
Random_1	-1150.02	2891
Random_1	-1158.96	2891
Random_1	-1163.03	2891
Random_1	-1152.79	2891
Random_1	-1152.73	2891
Random_1	-1160.33	2891
Random_1	-1157.81	2891
Random_1	-1157.19	2891
Random_1	-1160.41	2891
Random_1	-1156.76	2891
Random_1	-1165.64	2891
Random_1	-1157.18	2891
Random_1	-1151.64	2891
Random_1	-1161.76	2891
Random_1	-1157.97	2891
Random_1	-1162.38	2891
Random_1	-1164.0	2891
Random_1	-1153.18	2891
Random_2	-1179.03	2891
Random_2	-1169.49	2891
Random_2	-1182.64	2891
Random_2	-1162.84	2891
Random_2	-1161.47	2891
Random_2	-1181.32	2891
Random_2	-1174.93	2891
Random_2	-1169.01	2891
Random_2	-1163.65	2891
Random_2	-1158.41	2891
Random_2	-1158.82	2891
Random_2	-1182.07	2891
Random_2	-1167.84	2891
Random_2	-1182.35	2891
Random_2	-1156.59	2891
Random_2	-1175.46	2891
Random_2	-1176.68	2891
Random_2	-1177.88	2891
Random_2	-1176.7	2891
Random_2	-1169.38	2891
Random_2	-1181.17	2891
Random_2	-1174.27	2891
Random_2	-1167.86	2891
Random_2	-1166.13	2891
Random_2	-1174.45	2891
Random_2	-1163.23	2891
Random_2	-1182.52	2891
Random_2	-1165.53	2891
Random_2	-1176.03	2891
Random_2	-1168.92	2891
Random_2	-1178.48	2891
Random_2	-1181.64	2891
Random_3	-1164.46	2891
Random_3	-1159.01	2891
